NU_INSCRICAO,NU_NOTA_MT
b65b19d42b7a4b644fe9f99366dcb37b120862d9,426.1844430965404
eda898aa8ec465cbac70de72ead0c6d688e5f95a,476.2816794922086
5357b6c09be4c7f3829b72f80de846a9228253cb,-0.9580351301539025
8d5c4481d736f6ce27976e400f4245bf10757608,445.4275485080351
226b53de56347e3f9b52c8e0ab811fb82e96b3fb,11.38482822706878
089613ac7dca24109f84c72a97c83b2768b1df1c,-13.236854965698726
527773409bf373301dbd835e59a263c035c043b8,-17.508694575530242
45c95a1640ada5c9206fde19c4ccf68929c5ec0c,-15.08227913267796
c4cea54435c0fd0e171eed4c215479bb3ca86113,448.35192668100314
7d5cd89c6112b9a202a025a24355135bc60848c6,491.56677209159216
b70ab62384aa80545928a311f5b5d3db2f4d87ee,522.9247647234614
c96431dd924f366d2229a7f1455388b8cd85be49,581.9699411821618
1b72da5bb82cc150ecfe71218c02f155d694230b,-19.494455919887486
e429507efe1c2680cc464481850117d17083cd88,7.646840572439686
dbaa6ee7502cbebb6f058fed5d2f960b19f451ac,423.1988329071154
e724482370ae6126008ade80b564ad8d8a0a7cbd,440.91485429677186
2ef4e2788e2f815f9a885c899f75d5dfeb234a02,560.0588413437074
c8762fee25b022eb5b4918f8f689e4fb6d19f73c,-15.66086806874739
e14241b5119dc1ff2c99b9c0c478aad23d9d9d05,518.8840907074167
7f898f8939ae054359f83ee154bb91bc7dd2c959,530.9283062839455
3c52d067408ec25a676b6fbf5b5c6d63c77cb6bf,445.7217942599494
82e3b12c6366008fabc238f299f117074e78de5d,401.70565792644226
0d838be0e718ceb786cdb10fcc12559e00440240,529.8677004882659
1b092b6c437359bb84f0d0f8d1286a1083d0e0d4,447.4971026966264
5a9d89465845ac2d81366275cbb1a81d627efd36,-17.862734077631494
c83fe640ba466ba904ac1055e53a875289888797,456.48744123952747
8855ae8971b9bd9b02c45a82c6c894a2e76ca542,474.35528060007084
a2945f1e7fbadac669590b7d9fafb6c900bca3d0,384.7516368308366
328639a0c753715c30a58bae70c82f2101153eb3,460.7217722349019
ffc5eb6764d7640edfbdaf4648cd54a12c94dea9,-10.43149574924032
643a0eb394b50694c74d5b5fc70b7f7f7c93f9c7,526.6770914471449
f56746cc2900258507d2b32c126f8db090db856f,481.9206696520573
1a4963b5fea8bb25c67750cdafbe84b01efad177,427.3775153152695
b520c940e62f4ed684417e7eacf00d85752060da,471.9321728554618
2e170cf2651ed448991af6fc5df15167733b2d8f,508.97700721263607
6efdd93a0ae289be6bb5a400bfc1deb077d75886,406.7121998959677
72ac2acc787d8cba0934cca3810ac091d792c8db,495.78834454057335
92a25eee14554806f081869cc9dac868fd1860fb,464.1066629616996
1f12a9b01eb9ef227a5482f498f3354bd485d9a3,417.7714999558565
acfcaf61fe2a8ec90ea2648c3125b7dc4dd13b74,492.71320660880735
7ec2f787b9f57044bd98c0d4854f521c9f9ec635,604.699411391146
e8d2d318a1e057e9cac8384f1269a86c4b36e0a7,461.37828394138864
1730807e4916c5f7e8ab21e02ac5657bcea3e732,31.336340025980192
b45fb481022f31dd47c63c1c3e2ccc3b5915b67d,469.25725939440656
1a46d99716282410d1170f0f35069b34e34415d4,391.84352914946936
0467e022da4ef897f666bc76f31e1bc8976f7e92,534.2688461921051
993aca0d5eac6741117947c82a3647102096255e,451.2125591647124
94c96ade6ade21deb080bba6aad537fc4f195d47,463.1569257750573
36bb672077a46a3e4755cef90437a616d28bdf23,461.17522385407676
e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,369.559769586012
328ca19128d276eb4fbc309c54ec7f346c803d2f,719.8305885508744
27cdb62f0a2a5467efeb30aafbf246ed2320c532,388.8388092250737
c52cae37c3653620bbec72264c502f45ca2a8671,-2.943796474511153
f9ef2695eb0986666093945894b8f2fee351bf22,547.6391095350681
2178c497293d0cab01ce74f5105b1a398fb12d8e,-11.484628655426874
e21faa0c07406dde71ec02f266b19b314ba8b0e2,8.579469010610381
8a021391cdaac100dab56c59284bd50137a74129,535.2459556250453
12ee0df69325d97cb95404958c4acf4112aeab8a,14.55147374723596
b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,469.71303801706756
66cf0f8b5af2466f9616fd15c0c10344df84982a,85.40663623194212
720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,474.08218374662795
60edc5708acd60680891ea15379dd07c7a5924ff,-19.354118742509478
b9f786712775e0d1d735398d710b01f404c985a3,430.91043608640456
564958997e204bda06fbe90afc4722805c78a855,537.299285232328
36f38ea81d1305770cd5153f1e1667fe8a1eb47f,410.45752098835874
527098f4ee3ceb5c393981930d23b8fe154f4db9,-23.56665036725569
5a42c3f801e77d628649a6c34f3a4e5b80f232f7,494.47889094057996
8296743fdd105ce9183561cf5b359b0a3781465e,447.9212926986957
a3b79e8c739832c77df2ba6bcdb23a7518155a33,8.558301690078679
6602c7f15a1fdd082265b64976448c6809df792d,510.3483025354939
31ae66f0fe024acae4490915c348e487f2367574,482.9400858761111
81901aa980653106e64863d957387d24e2c00af3,425.9891103554673
28e10d1bd0b6effe0edd503446ebda948ad240ad,424.30687290567886
53a7ee52a87f80241e2ca13c923e06b72bf3a059,458.6416293214196
50be5f75fdaedae454b0c3d63b7277854bd08d8f,72.11395838383405
82bbb4f6c87f03eecd6a3eb7d03a398bb82d155d,-4.8127903018257
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,549.7311909581483
d1e2b5c758988b6d69e90aedab3e02cae47d61c4,-15.08227913267796
02681b5c893b94db204713cb4b20dde6fc3f2f95,508.3624295549133
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,448.8992600778185
829dd51f77f3ae74c2216de2d86139bd0a03367c,7.787177749817687
28c6829e69879bc1d34db1cd51b89562d3cc596b,495.0709692109582
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,494.2506270376456
96715a069fbcb2e84b26a01563921962ccc4601e,10.946576468377344
923538833160e8432636c88e8119378a43b3d766,436.45461771672666
aacb834258765a2959ee63c57d2be4923d11a696,434.5273865238269
c32e484025571dd94255a77f21de08ab8d2aaba8,463.09280534472134
d425deeec0a3c7006f14d732eff8933d5155067f,444.0388123768815
f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,495.46066168908305
716a178e9a6f7791b820da77879943ac9040a547,494.371089122644
430212cd8767ef2bff8cda0f61729203fef7523e,395.940416432951
e97d33221238e445688a0e984778d4ecac788be2,506.1569212365383
695c9481580951d830c4431fc6c9dee778ba9ca1,16.963862451086
4bc5712bdb9067b1814e969e71d5cdad59bb38d4,498.19142388330886
0411742cbb54fe1b6927b25f0bb52b885828c828,397.56948774086175
780505a9d5fc3c6da53686c0cc8bd871f4db00bc,407.7584003865492
bc40729846bf209b06e2a9a890e01d4e6780f5b4,13.553071246866281
e4e7a38b58319ad0a5cde4848622b21783c907e9,501.84720599993625
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,526.4853434136037
aec1b63c3f0c9554e533752d8fe138ca82101d4a,403.66429287023595
4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,508.9587286984736
4b48d500ba4410546ce01f7f6d44bcbafa73994f,396.8185682188396
edf33c347c866d26872f540bcc1f6ae415f3294c,464.6799775925067
54f4e6037b9d1eb4a2a134306d37176787f1c1d3,571.6980835769687
3a265ea6ebdc4eb2520db912adf5592f03b3d634,462.0439271430288
99bfcef2dc3695a617f241bfd3b6ead3fd653d41,-8.561167310756225
0ade5488fd62db34c11a369bdbb4327faacc1635,10.331695320882218
e418fbb77e6ff4103205f3b7f6a66d53183d809b,454.823752130413
8ddbfe70cd41135cb6f125335a48d100789edbf7,402.3849307647147
fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119,4.866385627486139
1d3e406d0223d4cb0328850d689ba9fcadf62776,455.63986946375644
67d9e9d6629fff7ad9cdb0f1e48c76865637aa73,-26.11116793832022
ecaf075653faf2dcdf946c0ce50629f5083347c0,409.9381314548436
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,481.38696031711004
d43894c5e83bb3a7e5000636295b0b050de19309,-15.520530891369383
5b7877d12550dd35d27a02b66a13f2a27bce11ca,447.9912073505144
18f800ec03e33ebad5fb97aa8465dd3e5961337e,422.3936823509178
bb39cc6296f2c9da3963994899c5c34b50965720,-7.886978178175788
76facda8958cbaf5dba09a4d35d3b4de7596a49d,-19.932707678578907
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,469.8540188251669
e887be276bf553575b20ed1a0de8833d9cb7e247,12.31307906764836
cc8794762ffa592758b5117d67e0d02e2e8b9c49,534.4584212803782
894d277c608610fa8c31db531f64582b9569b2e9,429.1440730098713
b2e029961aa0f20071b74708e0d97e6f200ec582,457.2644407679329
12c7d85e168b09a0278df140a22bcb0052a59b0a,405.63721088823326
64c4892488a9c6281bdabf467a0b5a6382d248e6,464.8161353583197
944e790f6e64eccf6df361247858165f17dd7abb,22.994975191119565
ac112e94587e6e4249b7182329ee5a5040ae94ea,533.6404224780723
a58cf11e498228f9aaca92b0c49f955a6163fb59,431.3986221667605
e8c84701c041b7f3b39f3125a0449fa633589fbe,494.0356679254519
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,546.0266823442881
c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64,-19.733062516115595
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,426.1703121866918
e64ad901853230e396be49311ea98121c348fac6,508.70714342433655
8532af19be3729ea233c1f29e4c015820fc7fb3a,498.41059174157704
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,455.80464417517317
26853fd075fe27954772c3070997635b94f32b83,438.3844682978192
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,543.6524720944664
574ec310dee846f9ae8eb278480257d463f6fbcc,494.9293909965169
ebb32b8df4ff9b202ba904f310724ce230cb4305,-1.128198441843935
8a46e35787225c3e7adef2b998ad9c93a952106b,532.7024391043516
b62bf908b504e8c6898777a7f5b88afed358caea,385.40428466201973
10d22971ca4f53fc62d02905809ff1c37fbb68fc,615.7749109407873
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,416.586091240928
cad47b624b484cb16291449cee30707a46c20199,2.70538940929616
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,552.2273847256768
bb6c0df09cb6663f142ce6da382b804353453af2,-8.32522993686721
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,454.0732399605297
7bd0affe1bdd3681a0faecd80a3d48c023b986de,21.714623628625745
d76614020539405f481c0f5ffb9e6f88a0bf21b7,412.7483055167384
5ce2df96a99343819ead41bf242044177439696d,-16.809601171444946
c7463ccdb0d2ad76b5823bfd016d420e02f4acc0,-10.195558375351311
a9216c3fc0c0bf14cda0ca26a71c205458b74896,-22.513517461069135
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,504.30031042461053
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,468.69994827076096
176b027cd932b17fcb6f119cfcef338a175062b8,411.9809955744888
41474f2dda61d97f38ba79906d3dbcce223d1bd1,483.6915391564604
421eb738f9e2ea73e5f4227c915762d6421102ac,27.182602544360932
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,469.5333880708956
f113b266aeb3cb19dca62ae88de7cc55a13efbf1,80.82215192223313
134d96275e3893946c3a0e1d59f86b336fe64f6e,-21.22444718099357
d4e97da32ccb6987ec074aa48c24ce949c05a78c,426.6559591134373
fa556e489987a0588e9a8edb5327e2bde1679670,4.627779031258029
95c1d266a2524560761df98b376c17604733a6ad,515.152050900844
c11c4303d2632cde64105a35554ecb77a8564260,484.5093619897526
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,479.72247062186625
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,543.6418899103753
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,437.7049481828649
580c34923cbde328e0aef1641dd02033fc862c04,481.1062698765303
156e1fb82056b0f6953c443446eb4dcceed7c03b,-9.378362843053765
29d8bf198da9caa59047268faca60207da24d1b7,517.2995035060297
1b3f80a1cd9fff0408e96169fcaf006936b34fed,473.0638327494097
b5932043b62e0c58e16e2cc2c9d5489390e5c895,462.0618271783802
99092cc60948943c59d68d62ed81a75a03059113,490.713194035206
fbfc631ae23a558d8dd92916cf2e8b5f923b0681,61.51231896552039
dd69fca6f17420dc911016a79e70583ca7ea330d,374.5640258153515
d387995af060965fb9d18973f3dbf4904f071066,410.08741640196905
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,473.1060566061599
543674772357cf9d8a7a8e7dfb89384af80ec30e,485.03557207596873
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,422.5162343512243
dc2699d27649dbe52ebbe10001c0bb5ba71310c0,12.87621289194675
0736d379ea0962e316ce84cce8e883321be36abb,437.569771316547
98cc842c547c69a0d27776e272fd8b61131b0b37,440.269351254245
890b7696fa85ca2b3e90b3951efec2135e88d5cf,474.20025519313026
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,602.8395788425768
d84b48f7dc7a6e387e6e985525143589754c5b13,428.6077692633424
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,517.4864138494003
dc4fe9d4124d9278f58f6f999711116a3fe58be7,468.06093638963193
f6624d763619c0898b34dc02adf06f53a1721cd0,401.244498964216
60b1c12559860e7ad966da4c4db5c78e17278fc0,482.7000943639283
a3f3dcb89101d86171f8bb4f4f57939717cf298a,-18.67992960992904
4f365503582b97ea96462d0d36895a5e7f5926df,419.7220488193683
c80869804effb21d50cc8fff3f4c27ba5521240c,432.5735893110132
d0f351638d60e84b890a498d69c9a7961cdcdf36,490.0768758932322
48e8ec135997ff3676648d5c144c3c7150a7bbb1,414.7815768840376
45484014aefd10ea3e4b08fb93e66c251709cca6,460.08440141493816
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,444.37849822874335
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,430.44429886159196
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,581.7801041035066
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,383.3828852833896
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,629.794372520692
c83c66733c5bd90a59996e473bb69e44f6522976,365.7607287705745
69c67ff1933e4fa099182bbcb24a229d0ad84d5d,-21.721226200276448
4c373daf5547a6292c4905696c148ec83f95f083,45.0527528024041
4549620b5459bb28990580f4ca0b4c2adc5b1a68,21.503590526241595
87f89c855f377c5b100ad2986cc6569e31d94a98,521.2325116006382
d0d8601aab147c191ae37365a930c1ed3eb0414b,-9.378362843053765
9a25537903e8e7eab1dfb357903d241e24e86fb8,-0.9580351301539025
eaecf3dd32668664e1dcc2d6c7a69042824806a6,471.3109022369232
d19fa85793fcb8ae3126d10592c9c57d3b32971f,-15.66086806874739
c59b370d3aa06b68878c836bceac844953d74972,498.2141875394615
5a6d397150d1a9e9c82e120f92d1e782da34bddb,-21.46038455488258
b2128312e70fdb830091aecb6b27d82617e2e226,388.15528669747613
8257941af168c0cc15f28bd596fd922352dae732,409.86504845307763
854ce153823802674f35bbe1ec010b12e9b3a56f,422.24188873840455
27f1db4e266b154f6f7fbef9c225fab472652a7b,402.8478818980317
11b90bed4a05d11169f308370faf81d6e9ca2c4f,404.59003390289627
5c55b7aeae6cb75ec715b4629812175239e45c15,-20.6680932940899
1391c7de937e0fea2ad23ebb111e513bf2aca2af,21.239788742353852
e9488c35627294cd8f5a809c0667aef7a3f0d465,-15.08227913267796
39c22d725a24b290af887b25175ae0a8d560db4b,-22.159477958967877
e001e1d73163c327a4d800697b1b36cd6921f60d,465.38345616328286
b83424ca8973e4b2eebf6eb9e26e842999432d22,403.39907717081945
202da3f471204ad489ebf0c3856437337534112d,-27.304638021884784
912d751c54b46c860c5ba61666fc6fc59ca2689d,376.0674547244042
8376d681a277c58f06ab633a06eaa66391126246,11.587142611871187
e114f7b197069bde8e158a0dbeaa022dd0c4e280,427.20718676142513
fa84edf183bd459ea9394d77bdc191683a75ff66,556.2510624671603
76190ff09a736ff83169394b770699b2709c5a27,474.8693207096575
515db15df8581ae72bb8e8358833016adee74e02,473.85674144313293
e2a05053c19e6fba60d0e582e6c7f371728a7106,426.1286719674761
66c14322296ac259374ec98c5c3bb2bd67ba25e9,10.191358143504203
2378556841bc8d5746f2b94d6adefc2db20f9518,535.2861178356737
1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a,-16.371349412753524
796d558152d241567f8a72b535a5e36fe78886f3,449.56886704883215
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,517.2755575153467
3c748fc7a94edb7ac1484373751ffa8574a3281d,427.31461181371054
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,356.6485460490508
92510f53e4c26c81c3bb41aa9b4e967d1697cd12,-14.029146226491399
10a1e8808e744c619376bff659f859cd71e8c41d,428.3982256754599
fc959dafc37dde3f173f083486d84ce5c817443f,440.5017625336564
6979d91c0a1903a336c640e14eed100821a0e24d,477.2426006069743
d4e37c4c1235ce014392f6c8ba0436f195b9e459,527.8761561853222
65ce75c2865eb4ae98e31b45fdc15f400d59e8cb,61.040278423482036
565a955a60c6073157aa869c0351c626a7171ef3,562.6417035427042
5697c01ee87a008056ebc0993a1028b41a26d251,7.787177749817687
99be797e423b5ae08fe342ea772738f71975df47,640.2895911853589
b579ea83f2d6c15b2c717d16a89827d65f39904b,481.91024300567415
e9373b5c22567bec508f2fa2580e4dc3ff687caa,620.7979445648101
a465af361b68bd536dd8bf61d522b9b21755ab60,476.0828698796448
c8feec2a94d996d03534ce935dec7a034667f107,659.6236619334078
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,460.060334414884
f4f7888cfe88b7a3b0f3d94749921976353ae82c,427.9733666676749
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,453.3170601070657
2e466f15ac7b80870736fac2d0cf4bd7f362e852,446.6159398172949
85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70,4.049190095188592
fc83a5c665f70f39b4c7d326118cbf21a898e660,599.0149812275769
c26fbd904781a4f6c37a8f8969778f687c6c1424,2.1801962678740523
ced4913c2220be57c54bc9f87bb4f441d5976671,485.75976612981094
880ade460a231d722e8bb0e4d17f3c8f77663d37,410.3940682489377
7c869f5b89ddf3130c87011b6508ee59e32682c5,399.2143515647743
9027f65d4e576928ca59690c280050c53d66506a,636.1719038465108
09eb415bcb9842d207139c8bddf32427a134d51e,543.8847568670875
f8224c83e27f4921df62876f7ff660b1dab3d974,493.98750193036165
628b91ee9b4e1e4564424fbfff2ea9f8eddca032,-16.194720023949813
dfec3182aec0997207e0845b072498065ec89aac,612.5584320300222
d653549f6d0ba70e2113b2cc56e9a83e331d2462,541.1679636743501
e95674df974af80342f676ca9e3540aecec2b8dc,478.07493056894896
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,481.15521854990845
2b7b15015ab18dc51893827c7e3f01d931a70410,-15.756468265258391
22d86e8b43a9412df86ec15ac231b9919e3ec905,456.1353335448923
1c61035799f6afe7f44c1fb68567d7a8945c3943,590.8440364327327
d5ed4b8732b0d7127a64f7e71137d321c56cc198,427.32235750503935
63edbbe59337f861a710bee4fe8a691d231f23da,441.37151875280773
f62bf9257782d839d38f84376b79611ed0de655d,2.201363588405755
cf14952b5b09ad1a9497769e3a08da2fd74c6102,-11.922880414118296
21b8ef230efbfca6b5f15b36a3243d76ed390967,464.455833334673
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,388.44754404461247
467fdbfc0c6cab31b0d85ec5e373d82fa3790321,-17.862734077631494
3de3c134579726fe4606b7a05f82ce19f00adb09,631.3963216494652
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,407.87191674762636
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,428.9571387496314
520c60d32fd2af8be76abd332859b36d8ae45900,435.2844342399543
6cb6e2310b52c2898e500f81bea938446592568b,446.96407730882237
0193b535914e1c5a445bede11a408bf1709cd3cb,477.6176948294791
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,514.4030931985191
c512a461034cd90a9c5f1a32332b748041cfeba3,-10.43149574924032
6f77bbe0fc418131d06d15f50b30073eae680dbb,12.87621289194675
9b378e3937af8e97d4753cdf0c8917306354aaaf,476.480021492364
1c92f54a5fe563622a0e23cf116461a7e147efd8,500.99807821595584
90facc45f7578775e3278aa0bd4fb59dad4d37c1,423.0670347092846
563bd02a1204c85e79026a020ba5af29bce95c12,113.86528778733827
c8062c4cc7e023996bd37b87295f5a2957ddb172,469.6644538524473
ea7cc5987f9cc7f756d501961f64fa5769013823,-5.921049543180693
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,571.206289676881
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,480.83548677355384
1b61f7e184c7040ae4cea725153965e1f7f75308,439.75788361837334
aea68e00d370c2a0cfd02bf868824dec427bf23a,-15.756468265258391
bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,-10.869747507931741
95a9c65324583892b2d1a0c1c5163488f92d4a6d,413.6575375595728
5b7e7632cf766876026d0da6aa7c6df77bc13438,428.6713999273758
a3be14b06b7aef01331da18e7a1678222b563151,-12.158817788007305
92b8965cf3fb76d11e5061f26e577c23d212b9c5,39.21843818608653
96fd0462597b8cf21b1e918c1947106cd8359e5d,515.1649034696268
5c1cef937c40bf8c30c119160bedde7ef679454e,583.1276933475611
27dce80bee1eadbcd82bc7d09adb063e116870f6,-22.513517461069135
271a7e5b703fc3f29f6669415048a760e6355c5b,6.4981074697421235
e39fbeab552a4b6492346d821d095c3a0d691555,431.45153362682674
93694c58636eabfe86550e734efb3775ba4d739f,497.3659517692531
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,672.5992416300362
6c05e70130682975c1485a862b6e08b895650671,439.06756463500113
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,405.61128534900325
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,367.5937054124389
283df09083d3c7bec2590f22355c7ba32ec88623,500.0544744267031
40b96e97dc29dfc990656e30c1038e846b6c8ff2,2.639615347097177
ff362d0a648559b9146fb97ee248eb423c3d6a50,-25.198372209511675
717ae2ab18e7ba03c4f3af66500ece6580b29b71,-9.614300216942773
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,565.974751357965
23131f453efc29c2af9553d307692c60a3add1ae,500.92703762522206
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,455.06169552478104
941646a7d24ee2837d7de90ff0a736bb8f61d68c,370.9521122955523
cd705413010e6e74f3b90ee78dbbd8b767488f0c,-22.513517461069135
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,475.1900067016571
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,439.81469339407266
72882a9cffe151d94be90e02ce3967a91b628099,487.5439150386909
cf62916c9829bd3ad05104151eee856d6de7ca1c,568.4110024726508
6b8f4241357e65c0491cc0ef96396f811574134c,452.016608632101
298806ed4313157d412e860ac3ea8833d6ca6970,-22.513517461069135
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,408.6250571440017
4485f973590cff61be5ec78cb3032d5fdf25b809,-23.56665036725569
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,443.2240295495245
e2252b8e020cdf19b796baeb7b2c7b000a7bfb87,-7.886978178175788
8288badec4740382dbf7c33e4095cd4db0021bf7,397.80400050486384
5e139289eb167622f915eea3d1d6e49d15d1c873,535.6935036856509
fc050b2c8fa3446890fe1418332352177dd34506,462.35587475837497
8f309746992f374b4c2ea88f171233a9469ba649,504.5787386838174
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,469.65929965448015
145b6344526f9df32f4046c8227282477c51d69f,458.65356911182096
